O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
13-1032.00	3.A.2	On-Site or In-Plant Training	PT	6	2.21	16	1.8938	0.3463	12.7774	N	07/2016	Incumbent
13-1032.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1032.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1032.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1032.00	3.A.3	On-the-Job Training	OJ	1	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1032.00	3.A.3	On-the-Job Training	OJ	2	50.52	16	12.9546	25.2783	75.4985	N	07/2016	Incumbent
13-1032.00	3.A.3	On-the-Job Training	OJ	3	17.41	16	11.8957	3.4895	55.1441	N	07/2016	Incumbent
13-1032.00	3.A.3	On-the-Job Training	OJ	4	28.39	16	16.6229	6.4895	69.3725	N	07/2016	Incumbent
13-1032.00	3.A.3	On-the-Job Training	OJ	5	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1032.00	3.A.3	On-the-Job Training	OJ	6	3.68	16	3.0836	0.5936	19.6226	N	07/2016	Incumbent
13-1032.00	3.A.3	On-the-Job Training	OJ	7	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1032.00	3.A.3	On-the-Job Training	OJ	8	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1032.00	3.A.3	On-the-Job Training	OJ	9	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.01	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	2	10.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	3	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	5	15.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	6	75.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	7	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	8	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.10	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	1	25.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	2	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	3	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	4	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	5	15.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	6	25.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	7	10.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	8	20.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	9	5.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	10	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.1	Related Work Experience	RW	11	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.2	On-Site or In-Plant Training	PT	1	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.2	On-Site or In-Plant Training	PT	2	30.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.2	On-Site or In-Plant Training	PT	3	20.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.2	On-Site or In-Plant Training	PT	4	10.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.2	On-Site or In-Plant Training	PT	5	20.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.2	On-Site or In-Plant Training	PT	6	10.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.2	On-Site or In-Plant Training	PT	7	5.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.2	On-Site or In-Plant Training	PT	8	5.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.3	On-the-Job Training	OJ	1	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.3	On-the-Job Training	OJ	2	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.3	On-the-Job Training	OJ	3	20.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.3	On-the-Job Training	OJ	4	20.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.3	On-the-Job Training	OJ	5	40.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.3	On-the-Job Training	OJ	6	10.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.3	On-the-Job Training	OJ	7	10.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.3	On-the-Job Training	OJ	8	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.3	On-the-Job Training	OJ	9	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.01	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.90	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1041.03	2.D.1	Required Level of Education	RL	1	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	2	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	3	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	4	14.07	33	9.3999	3.2495	44.3789	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	5	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	6	65.76	33	10.9428	41.6465	83.7889	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	7	4.44	33	3.4910	0.8625	19.8889	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	8	11.87	33	5.7719	4.1968	29.2998	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	9	1.09	33	1.1052	0.1352	8.1889	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	10	2.77	33	2.7046	0.3670	18.0538	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	11	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	2.D.1	Required Level of Education	RL	12	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	1	6.78	32	7.0086	0.7514	41.1178	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	2	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	3	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	4	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	5	7.92	32	7.0778	1.1761	38.3612	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	6	8.44	32	4.7994	2.5315	24.6508	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	7	43.94	32	14.9082	18.5715	72.9216	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	8	20.26	32	7.5793	8.8895	39.8109	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	9	3.59	32	3.7555	0.4070	25.3752	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	10	7.06	32	4.2148	2.0059	21.9709	N	07/2015	Incumbent
13-1041.03	3.A.1	Related Work Experience	RW	11	2.01	32	2.0368	0.2495	14.4389	N	07/2015	Incumbent
13-1041.03	3.A.2	On-Site or In-Plant Training	PT	1	17.27	32	7.0785	7.0656	36.4454	N	07/2015	Incumbent
13-1041.03	3.A.2	On-Site or In-Plant Training	PT	2	15.37	32	9.3402	4.0326	43.9944	N	07/2015	Incumbent
13-1041.03	3.A.2	On-Site or In-Plant Training	PT	3	21.73	32	8.9550	8.6648	44.8278	N	07/2015	Incumbent
13-1041.03	3.A.2	On-Site or In-Plant Training	PT	4	7.16	32	4.0008	2.2079	20.8360	N	07/2015	Incumbent
13-1041.03	3.A.2	On-Site or In-Plant Training	PT	5	10.64	32	5.0530	3.8713	26.0350	N	07/2015	Incumbent
13-1041.03	3.A.2	On-Site or In-Plant Training	PT	6	16.09	32	7.7447	5.6185	38.1876	N	07/2015	Incumbent
13-1041.03	3.A.2	On-Site or In-Plant Training	PT	7	2.49	32	2.5051	0.3098	17.3249	N	07/2015	Incumbent
13-1041.03	3.A.2	On-Site or In-Plant Training	PT	8	9.24	32	5.1826	2.8089	26.4194	N	07/2015	Incumbent
13-1041.03	3.A.2	On-Site or In-Plant Training	PT	9	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	3.A.3	On-the-Job Training	OJ	1	5.61	32	4.3689	1.0912	24.2338	N	07/2015	Incumbent
13-1041.03	3.A.3	On-the-Job Training	OJ	2	20.21	32	14.0317	4.1173	59.9040	N	07/2015	Incumbent
13-1041.03	3.A.3	On-the-Job Training	OJ	3	12.20	32	8.0699	2.9005	39.2444	N	07/2015	Incumbent
13-1041.03	3.A.3	On-the-Job Training	OJ	4	25.96	32	10.4764	10.3460	51.5921	N	07/2015	Incumbent
13-1041.03	3.A.3	On-the-Job Training	OJ	5	14.23	32	5.6880	6.0294	30.0326	N	07/2015	Incumbent
13-1041.03	3.A.3	On-the-Job Training	OJ	6	8.56	32	5.4858	2.1951	28.1045	N	07/2015	Incumbent
13-1041.03	3.A.3	On-the-Job Training	OJ	7	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.03	3.A.3	On-the-Job Training	OJ	8	13.22	32	5.7940	5.1612	29.9114	N	07/2015	Incumbent
13-1041.03	3.A.3	On-the-Job Training	OJ	9	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	1	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	2	9.44	17	9.2782	1.0327	50.9987	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	3	16.22	17	8.5317	4.8667	42.2871	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	4	10.32	17	7.7771	1.9011	40.5939	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	5	24.68	17	4.5121	16.3820	35.4104	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	6	39.34	17	13.1933	16.7267	67.6761	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	7	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	8	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	9	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	10	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	11	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	2.D.1	Required Level of Education	RL	12	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	1	11.13	17	9.7340	1.5294	50.2238	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	2	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	3	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	4	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	5	38.50	17	8.3969	22.7873	57.0353	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	6	0.94	17	1.0256	0.0920	8.9198	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	7	16.08	17	10.3396	3.6363	49.3012	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	8	21.67	17	15.4738	3.8491	65.6458	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	9	10.32	17	7.7771	1.9011	40.5939	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	10	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.1	Related Work Experience	RW	11	1.38	17	1.2169	0.2079	8.5408	N	07/2016	Incumbent
13-1041.04	3.A.2	On-Site or In-Plant Training	PT	1	9.00	17	9.2097	0.9044	51.7473	N	07/2016	Incumbent
13-1041.04	3.A.2	On-Site or In-Plant Training	PT	2	3.59	17	3.1232	0.5485	20.1265	N	07/2016	Incumbent
13-1041.04	3.A.2	On-Site or In-Plant Training	PT	3	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.2	On-Site or In-Plant Training	PT	4	32.30	17	5.8452	21.3011	45.6739	N	07/2016	Incumbent
13-1041.04	3.A.2	On-Site or In-Plant Training	PT	5	43.33	17	9.1266	25.7981	62.7006	N	07/2016	Incumbent
13-1041.04	3.A.2	On-Site or In-Plant Training	PT	6	1.46	17	1.3382	0.2061	9.6167	N	07/2016	Incumbent
13-1041.04	3.A.2	On-Site or In-Plant Training	PT	7	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.2	On-Site or In-Plant Training	PT	8	10.32	17	7.7771	1.9011	40.5939	N	07/2016	Incumbent
13-1041.04	3.A.2	On-Site or In-Plant Training	PT	9	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.3	On-the-Job Training	OJ	1	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.3	On-the-Job Training	OJ	2	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.3	On-the-Job Training	OJ	3	13.03	17	10.1238	2.2057	49.8871	N	07/2016	Incumbent
13-1041.04	3.A.3	On-the-Job Training	OJ	4	21.17	17	9.1563	7.7434	46.2180	N	07/2016	Incumbent
13-1041.04	3.A.3	On-the-Job Training	OJ	5	44.35	17	9.0794	26.7618	63.4821	N	07/2016	Incumbent
13-1041.04	3.A.3	On-the-Job Training	OJ	6	11.13	17	9.7340	1.5294	50.2238	N	07/2016	Incumbent
13-1041.04	3.A.3	On-the-Job Training	OJ	7	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.04	3.A.3	On-the-Job Training	OJ	8	10.32	17	7.7771	1.9011	40.5939	N	07/2016	Incumbent
13-1041.04	3.A.3	On-the-Job Training	OJ	9	0.00	17	0.0000	n/a	n/a	N	07/2016	Incumbent
13-1041.06	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	2	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	3	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	4	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	5	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	6	35.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	7	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	8	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.65	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	1	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	2	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	3	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	4	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	5	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	6	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	7	25.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	8	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	9	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	10	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.1	Related Work Experience	RW	11	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.2	On-Site or In-Plant Training	PT	1	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.2	On-Site or In-Plant Training	PT	2	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.2	On-Site or In-Plant Training	PT	3	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.2	On-Site or In-Plant Training	PT	4	25.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.2	On-Site or In-Plant Training	PT	5	30.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.2	On-Site or In-Plant Training	PT	6	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.2	On-Site or In-Plant Training	PT	7	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.2	On-Site or In-Plant Training	PT	8	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.3	On-the-Job Training	OJ	1	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.3	On-the-Job Training	OJ	2	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.3	On-the-Job Training	OJ	3	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.3	On-the-Job Training	OJ	4	30.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.3	On-the-Job Training	OJ	5	35.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.3	On-the-Job Training	OJ	6	15.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.3	On-the-Job Training	OJ	7	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.3	On-the-Job Training	OJ	8	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.3	On-the-Job Training	OJ	9	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.06	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.60	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	2	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	3	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	5	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	6	80.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	7	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	8	10.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.1	Required Level of Education	RL	12	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.35	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	1	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	2	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	3	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	4	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	5	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	6	25.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	7	55.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	8	10.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	9	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	10	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.1	Related Work Experience	RW	11	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.2	On-Site or In-Plant Training	PT	1	15.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.2	On-Site or In-Plant Training	PT	2	40.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.2	On-Site or In-Plant Training	PT	3	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.2	On-Site or In-Plant Training	PT	4	20.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.2	On-Site or In-Plant Training	PT	5	10.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.2	On-Site or In-Plant Training	PT	6	10.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.2	On-Site or In-Plant Training	PT	7	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.2	On-Site or In-Plant Training	PT	8	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.3	On-the-Job Training	OJ	1	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.3	On-the-Job Training	OJ	2	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.3	On-the-Job Training	OJ	3	25.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.3	On-the-Job Training	OJ	4	30.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.3	On-the-Job Training	OJ	5	20.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.3	On-the-Job Training	OJ	6	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.3	On-the-Job Training	OJ	7	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.3	On-the-Job Training	OJ	8	5.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.3	On-the-Job Training	OJ	9	0.00	20	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
13-1041.07	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.58	19	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
